year_month,year,month,shop_id,item_id,qty,avg_price,avg_mrp,promo_days,stockout_days,revenue,item_category_id,brand,tier,mrp_inr,unit_cost_inr,is_perishable,item_category_name,shop_city,shop_state,shop_region,store_type,store_size_sqft,holiday_days,weekend_days,festive_days,summer_days,monsoon_days,days_in_month,promo_discount_pct,promo_uplift,promo_campaigns,avg_on_hand,avg_reorder_point,avg_lead_time,inv_snapshots,price_ratio,price_discount_pct,qty_lag_1,qty_lag_2,qty_lag_3,qty_roll_3,qty_roll_6,price_lag_1,price_change_pct,qty_trend,promo_intensity,qty_next_month,promo_flag,cost_est,profit_est,anomaly_score,is_anomaly
2023-02,2023,2,7,1366,6,49.69499999999999,82.88499999999999,2,0,287.31,64,Himalaya,Economy,73.32,64.59,0,School Essentials,Udaipur,Rajasthan,North,Supermarket,37653,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5995656632683839,0.4004343367316161,2.0,4.0,1.0,2.3333333333333335,0.0,59.33,-0.16239676112596063,2.3333333333333335,0.16666666666666666,2.0,1,387.54,-100.23000000000002,-0.04847950347649155,-1
2022-02,2022,2,12,599,5,1546.93,2425.93,1,0,7734.65,79,Patanjali,Economy,2274.41,2013.2,0,Shaving & Deodorants,Faridabad,Haryana,North,Large Format,38964,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6376647306393838,0.3623352693606162,2.0,2.0,0.0,0.0,0.0,2149.46,-0.28031691667659925,0.0,0.08333333333333333,1.0,1,10066.0,-2331.3500000000004,-0.04838433778768514,-1
2022-02,2022,2,35,1092,14,1804.28,2316.91,0,0,12198.062999999998,99,Maggi,Economy,2165.62,1937.59,0,Category 99,Patna,Bihar,East,Supermarket,36265,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7787441031373683,0.2212558968626317,28.0,14.0,0.0,0.0,0.0,1623.08,0.11163959871870792,0.0,0.0,14.0,0,27126.26,-14928.197,-0.04829113212514513,-1
2022-10,2022,10,15,724,14,392.96,665.83,1,0,7073.28,7,Bikaji,Economy,600.49,518.99,0,Spices & Masalas,Ranchi,Jharkhand,East,Large Format,22219,0,4,2,3,3,12,0.0,1.0,0,64.0,21.0,12.0,1,0.5901806767493203,0.4098193232506797,6.0,0.0,0.0,0.0,0.0,494.96,-0.206077258352034,0.0,0.08333333333333333,2.0,1,7265.860000000001,-192.58000000000084,-0.048218399401163126,-1
2024-02,2024,2,32,3,12,583.57,788.4,1,0,7002.84,70,Kissan,Regular,656.48,553.63,0,Hardware (Basics),Indore,Madhya Pradesh,Central,Supermarket,26766,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7401953323186201,0.2598046676813799,6.0,7.0,5.0,6.0,0.0,471.02,0.23894951331376707,6.0,0.08333333333333333,13.0,1,6643.5599999999995,359.28000000000065,-0.04816259406337442,-1
2025-10,2025,10,35,568,4,4125.349199999999,5119.204599999996,1,0,12198.062999999998,90,Coca-Cola,Regular,4370.4,3776.98,0,Category 90,Patna,Bihar,East,Supermarket,36265,0,2,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8058574568400727,0.1941425431599273,1.0,1.0,2.0,1.3333333333333333,1.5,4125.349199999999,0.0,-0.16666666666666674,0.08333333333333333,2.0,1,15107.92,-2909.857000000002,-0.048130572235309366,-1
2024-02,2024,2,17,248,14,1470.62,1668.34,0,0,12198.062999999998,96,Amul,Regular,1389.63,1197.76,0,Category 96,Tirupati,Andhra Pradesh,South,Supermarket,17841,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8814869870649867,0.11851301293501326,12.0,14.0,14.0,13.333333333333334,13.166666666666666,1402.14,0.048839630815154085,0.16666666666666785,0.0,14.0,0,16768.64,-4570.577000000001,-0.048105774444556104,-1
2023-02,2023,2,44,369,28,45.14,53.24,0,0,2268.0,29,Lifebuoy,Economy,47.03,39.14,0,Oral Care,Indore,Madhya Pradesh,Central,Supermarket,14529,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8478587528174305,0.1521412471825695,28.0,14.0,14.0,18.666666666666668,0.0,41.129999999999995,0.09749574282772339,18.666666666666668,0.0,14.0,0,1095.92,1172.08,-0.04725170685090041,-1
2023-12,2023,12,31,649,14,718.4200000000001,846.04,1,0,10201.54,35,Kellogg's,Economy,711.77,579.42,0,Baby Care,Gwalior,Madhya Pradesh,Central,Supermarket,24059,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8491560682710039,0.15084393172899613,9.0,4.0,6.0,6.333333333333333,8.333333333333334,662.41,0.08455488279984484,-2.000000000000001,0.08333333333333333,5.0,1,8111.879999999999,2089.6600000000017,-0.047242151748684624,-1
2024-10,2024,10,1,120,14,88.19,149.21,1,0,1322.85,20,Parle,Regular,119.57,106.01,0,Breakfast Cereals,Mumbai,Maharashtra,West,Hypermarket,57472,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5910461765297231,0.40895382347027687,7.0,6.0,5.0,6.0,6.5,121.25,-0.2726597915656925,-0.5,0.08333333333333333,7.0,1,1484.14,-161.2900000000002,-0.04722638753868502,-1
2021-11,2021,11,43,195,11,143.84,284.97,1,0,1582.24,49,Haldiram,Regular,270.78,229.92,0,Kitchen Appliances,Indore,Madhya Pradesh,Central,Large Format,26499,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5047548864792785,0.49524511352072154,5.0,5.0,3.0,4.333333333333333,0.0,205.29,-0.2993326499131343,4.333333333333333,0.08333333333333333,4.0,1,2529.12,-946.8799999999999,-0.04722371741133791,-1
2022-12,2022,12,46,813,1,2889.65,5079.3,1,0,2889.65,84,Monster,Regular,4535.74,3810.08,0,Masks & Safety,Kolkata,West Bengal,East,Large Format,59475,0,4,2,3,3,12,0.0,1.0,0,64.0,21.0,6.0,1,0.5689071328726399,0.43109286712736006,1.0,1.0,1.0,1.0,0.0,4125.349199999999,-0.2995380850911872,1.0,0.08333333333333333,1.0,1,3810.08,-920.4299999999998,-0.04712283578410226,-1
2023-02,2023,2,42,1243,11,730.9549999999999,992.8399999999999,1,0,7946.65,41,Surf Excel,Regular,876.95,786.24,0,Air Fresheners,Bhubaneswar,Odisha,East,Supermarket,39830,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.736226380887152,0.263773619112848,5.0,3.0,0.0,0.0,0.0,726.95,0.005509319753064945,0.0,0.08333333333333333,4.0,1,8648.64,-701.9899999999998,-0.046949912716583,-1
2021-02,2021,2,10,799,2,2772.96,3796.01,1,0,5545.92,75,Colgate,Regular,3767.63,3103.93,0,Energy Drinks,Raipur,Chhattisgarh,Central,Supermarket,14553,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7304933337899531,0.26950666621004693,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.08333333333333333,4.0,1,6207.86,-661.9399999999996,-0.04683481723070415,-1
2022-10,2022,10,29,858,10,1167.16,1952.58,1,0,11671.6,83,Tata,Regular,1759.28,1546.29,0,Pooja Items,Vijayawada,Andhra Pradesh,South,Supermarket,23054,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5977527169181289,0.4022472830818711,4.0,0.0,0.0,0.0,0.0,1629.5,-0.283731205717256,0.0,0.08333333333333333,2.0,1,15462.9,-3791.2999999999993,-0.0467993031670787,-1
2021-11,2021,11,24,1084,16,785.675,1138.645,1,0,11237.0,46,Dettol,Premium,1081.85,982.32,0,Pet Care,Ludhiana,Punjab,North,Large Format,22185,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6900087384566743,0.3099912615433257,3.0,0.0,0.0,0.0,0.0,813.49,-0.03419218425033851,0.0,0.08333333333333333,8.0,1,15717.12,-4480.120000000001,-0.046774881771374344,-1
2022-10,2022,10,46,1017,14,255.5,433.83,1,0,9453.5,22,Himalaya,Regular,390.45,344.99,0,"Sauces, Ketchup & Spreads",Kolkata,West Bengal,East,Large Format,59475,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5889403683470484,0.41105963165295156,28.0,12.0,9.0,16.333333333333332,15.0,307.03999999999996,-0.1678608644871649,1.3333333333333321,0.08333333333333333,10.0,1,4829.860000000001,4623.639999999999,-0.04665970663776009,-1
2021-11,2021,11,20,599,11,1691.0900000000001,2389.42,1,0,18289.61,79,Patanjali,Economy,2274.41,2013.2,0,Shaving & Deodorants,Hyderabad,Telangana,South,Hypermarket,76898,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7077407906521248,0.2922592093478752,6.0,4.0,0.0,0.0,0.0,1619.11,0.044456522383002836,0.0,0.08333333333333333,1.0,1,22145.2,-3855.59,-0.046593450447158236,-1
2024-10,2024,10,42,674,5,2312.615,3593.2250000000004,2,0,11608.0,77,Maggi,Regular,2879.76,2638.43,0,Cosmetics,Bhubaneswar,Odisha,East,Supermarket,39830,0,4,2,3,3,12,0.0,1.0,0,102.0,21.0,9.0,1,0.6436042830604818,0.3563957169395182,4.0,3.0,4.0,3.6666666666666665,2.8333333333333335,2530.88,-0.08624075416999603,0.833333333333333,0.16666666666666666,1.0,1,13192.15,-1584.1499999999996,-0.046338558156009624,-1
2023-02,2023,2,48,807,10,36.87,50.2,1,0,285.7,19,Coca-Cola,Economy,44.33,35.97,0,Baby Food,Vadodara,Gujarat,West,Supermarket,32353,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7344621513944222,0.26553784860557783,3.0,12.0,7.0,7.333333333333333,0.0,40.5,-0.08962962741655248,7.333333333333333,0.08333333333333333,4.0,1,359.7,-74.0,-0.04624352384115227,-1
2025-02,2025,2,36,647,8,93.77,145.83,1,0,750.16,25,Pears,Regular,114.87,97.84,0,Baking Supplies,Lucknow,Uttar Pradesh,North,Large Format,34779,1,4,1,3,3,12,0.0,1.0,0,21.0,21.0,6.0,1,0.6430089830624699,0.3569910169375301,7.0,7.0,11.0,8.333333333333334,8.666666666666666,93.51,0.002780451258897868,-0.33333333333333215,0.08333333333333333,4.0,1,782.72,-32.56000000000006,-0.04589139410502141,-1
2021-11,2021,11,7,1364,2,2926.21,5116.01,1,0,5852.42,84,Harpic,Economy,4853.47,4214.21,0,Masks & Safety,Udaipur,Rajasthan,North,Supermarket,37653,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5719711259360322,0.42802887406396783,3.0,2.0,2.0,2.3333333333333335,0.0,4125.349199999999,-0.2906758050225962,2.3333333333333335,0.08333333333333333,1.0,1,8428.42,-2576.0,-0.04571411344080689,-1
2021-02,2021,2,29,359,9,245.39499999999998,363.02,1,0,2373.75,23,Nivea,Economy,360.68,330.64,0,Pickles & Chutneys,Vijayawada,Andhra Pradesh,South,Supermarket,23054,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6759820395570492,0.32401796044295084,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.08333333333333333,4.0,1,2975.7599999999998,-602.0099999999998,-0.04569126390253975,-1
2025-02,2025,2,9,1244,11,613.565,853.15,1,0,6546.22,43,Lifebuoy,Regular,671.42,581.69,0,Disposable & Foils,Thiruvananthapuram,Kerala,South,Supermarket,19574,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.719175994842642,0.28082400515735795,5.0,2.0,5.0,4.0,5.333333333333333,618.71,-0.008315689081612213,-1.333333333333333,0.08333333333333333,6.0,1,6398.59,147.6300000000001,-0.045508751033736417,-1
2024-02,2024,2,41,419,6,149.68,273.34,1,0,898.08,25,Tropicana,Economy,228.37,194.19,0,Baking Supplies,Ranchi,Jharkhand,East,Supermarket,35348,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5475964000878029,0.45240359991219714,5.0,7.0,6.0,6.0,6.5,236.63,-0.36745129371824664,-0.5,0.08333333333333333,4.0,1,1165.1399999999999,-267.05999999999983,-0.04539650259504824,-1
2022-11,2022,11,23,876,14,66.53,109.3,1,0,931.42,29,Catch,Premium,97.85,87.49,0,Oral Care,Meerut,Uttar Pradesh,North,Large Format,44804,0,3,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6086916742909424,0.3913083257090576,12.0,9.0,8.0,9.666666666666666,8.833333333333334,79.62,-0.16440592609387186,0.8333333333333321,0.08333333333333333,9.0,1,1224.86,-293.43999999999994,-0.04531605721130638,-1
2022-11,2022,11,1,138,9,2180.105,2759.8,1,0,16104.542999999998,84,Dove,Economy,2477.08,2146.76,0,Masks & Safety,Mumbai,Maharashtra,West,Hypermarket,57472,0,3,2,3,3,12,0.0,1.0,0,51.0,21.0,13.0,1,0.7899503587216464,0.21004964127835357,1.0,3.0,1.0,1.6666666666666667,0.0,2430.9,-0.10316960792168764,1.6666666666666667,0.08333333333333333,4.0,1,19320.840000000004,-3216.297000000006,-0.04504963212057489,-1
2023-02,2023,2,45,1449,11,131.45333333333335,167.66,1,0,1328.02,47,Red Bull,Economy,148.32,125.14,0,Electricals (Small),Ludhiana,Punjab,North,Large Format,42237,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7840470794067359,0.2159529205932641,1.0,3.0,1.0,1.6666666666666667,0.0,134.61,-0.023450461653786527,1.6666666666666667,0.08333333333333333,7.0,1,1376.54,-48.51999999999998,-0.04498784528798372,-1
2022-02,2022,2,20,943,4,336.13,689.35,1,0,1344.52,39,Saffola,Regular,645.88,529.01,0,Laundry Detergent,Hyderabad,Telangana,South,Hypermarket,76898,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.4876042648872126,0.5123957351127875,2.0,0.0,0.0,0.0,0.0,494.80999999999995,-0.3206887485687662,0.0,0.08333333333333333,1.0,1,2116.04,-771.52,-0.04486174826951983,-1
2024-02,2024,2,41,997,9,438.94,644.46,1,0,3950.46,67,Paper Boat,Regular,538.17,464.17,0,Batteries,Ranchi,Jharkhand,East,Supermarket,35348,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.681097352822518,0.31890264717748196,4.0,5.0,2.0,3.6666666666666665,0.0,519.59,-0.1552185373944485,3.6666666666666665,0.08333333333333333,5.0,1,4177.53,-227.0699999999997,-0.04485305881104751,-1
2021-02,2021,2,39,337,5,1714.75,2590.895,1,0,8177.24,95,Dettol,Regular,2570.91,2265.22,0,Category 95,Visakhapatnam,Andhra Pradesh,South,Large Format,16785,1,3,1,3,3,12,0.0,1.0,0,34.0,21.0,6.0,1,0.6618369327973538,0.3381630672026462,3.0,0.0,0.0,0.0,0.0,2208.005,-0.22339396866248318,0.0,0.08333333333333333,5.0,1,11326.099999999999,-3148.8599999999988,-0.044777860117895196,-1
2021-02,2021,2,2,894,4,93.93,179.96,1,0,375.72,36,Dove,Regular,178.67,143.16,0,Health & Wellness,Gurugram,Haryana,North,Supermarket,16161,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5219493220715715,0.4780506779284285,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.08333333333333333,1.0,1,572.64,-196.91999999999996,-0.0446335867922415,-1
2021-12,2021,12,33,1313,11,1118.61,1779.77,1,0,12198.062999999998,34,Paper Boat,Regular,1679.56,1493.25,0,Women’s Hygiene,Ludhiana,Punjab,North,Large Format,34676,0,3,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6285137967265433,0.3714862032734567,8.0,6.0,4.0,6.0,0.0,1280.09,-0.1261473801637796,6.0,0.08333333333333333,2.0,1,16425.75,-4227.687000000002,-0.044429905457302854,-1
2022-10,2022,10,24,416,5,2718.73,3397.065,2,0,13857.56,86,Himalaya,Premium,3063.95,2536.17,0,Diabetic Care,Ludhiana,Punjab,North,Large Format,22185,0,4,2,3,3,12,0.0,1.0,0,63.0,21.0,10.0,1,0.8003173327563646,0.19968266724363537,1.0,0.0,0.0,0.0,0.0,2779.8,-0.02196920640982479,0.0,0.16666666666666666,2.0,1,12680.85,1176.7099999999991,-0.04437627367117536,-1
2022-02,2022,2,28,1199,3,85.46,175.57,1,0,256.38,17,Monster,Regular,164.47,136.44,1,Meat & Seafood (Packaged),Meerut,Uttar Pradesh,North,Supermarket,29015,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.4867574186933986,0.5132425813066014,2.0,1.0,4.0,2.3333333333333335,0.0,134.85,-0.36625880336478456,2.3333333333333335,0.08333333333333333,3.0,1,409.32,-152.94,-0.04427485168720802,-1
2024-11,2024,11,44,74,9,3244.59,3562.49,0,0,12198.062999999998,91,Nestlé,Economy,2846.26,2368.44,0,Category 91,Indore,Madhya Pradesh,Central,Supermarket,14529,0,3,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.9107646617955419,0.08923533820445806,4.0,4.0,5.0,4.333333333333333,5.333333333333333,2875.78,0.1282469451320174,-1.0,0.0,7.0,0,21315.96,-9117.897,-0.044227798819842845,-1
2024-10,2024,10,29,858,10,1711.5149999999999,2194.27,1,0,16560.62,83,Tata,Regular,1759.28,1546.29,0,Pooja Items,Vijayawada,Andhra Pradesh,South,Supermarket,23054,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.779992890574086,0.22000710942591395,6.0,1.0,2.0,3.0,4.166666666666667,1684.08,0.016290793776845013,-1.166666666666667,0.08333333333333333,11.0,1,15462.9,1097.7199999999993,-0.04417815146904569,-1
2021-02,2021,2,35,829,28,66.275,79.75,0,0,3456.0699999999997,11,Dabur,Premium,79.2,62.55,0,Ready-to-Eat,Patna,Bihar,East,Supermarket,36265,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8310344827586208,0.1689655172413792,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,14.0,0,1751.3999999999999,1704.6699999999998,-0.044051740936003614,-1
2024-08,2024,8,16,1132,16,2659.055,3768.41,1,0,24396.125999999997,91,Appy,Economy,3047.53,2682.53,0,Category 91,Mumbai,Maharashtra,West,Large Format,76820,0,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7056172231790065,0.29438277682099345,4.0,3.0,8.0,5.0,5.5,3329.17,-0.20128590603625357,-0.5,0.08333333333333333,9.0,1,42920.48,-18524.354000000007,-0.0439879323973964,-1
2022-07,2022,7,22,829,14,44.2,86.58,1,0,2254.2,11,Dabur,Premium,79.2,62.55,0,Ready-to-Eat,Siliguri,West Bengal,East,Supermarket,36935,0,2,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5105105105105106,0.48948948948948945,14.0,14.0,14.0,14.0,16.333333333333332,71.21,-0.3793006546931518,-2.333333333333332,0.08333333333333333,14.0,1,875.6999999999999,1378.5,-0.043939496131957134,-1
2025-02,2025,2,34,76,28,129.85500000000002,167.24,0,0,5370.38,1,Catch,Regular,131.49,107.82,1,Fresh Produce,Faridabad,Haryana,North,Supermarket,34893,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7764589811049989,0.2235410188950011,14.0,14.0,14.0,14.0,14.0,128.64,0.00944496261314575,0.0,0.0,14.0,0,3018.96,2351.42,-0.04387432201582031,-1
2023-02,2023,2,41,745,12,410.53,543.185,1,0,4900.68,39,Tata,Economy,479.78,406.34,0,Laundry Detergent,Ranchi,Jharkhand,East,Supermarket,35348,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7557830205178715,0.2442169794821285,2.0,5.0,0.0,0.0,0.0,382.1,0.07440460592932568,0.0,0.08333333333333333,6.0,1,4876.08,24.600000000000364,-0.043699362946910125,-1
2024-02,2024,2,8,219,6,3527.505,4720.27,0,0,15808.402999999998,81,Nestlé,Regular,3936.11,3484.47,0,Home Décor,Raipur,Chhattisgarh,Central,Supermarket,23889,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7473100055717151,0.2526899944282849,1.0,2.0,4.0,2.3333333333333335,1.8333333333333333,3796.84,-0.07093662096086836,0.5000000000000002,0.0,1.0,0,20906.82,-5098.417000000001,-0.04368206574181588,-1
2022-10,2022,10,32,836,14,57.18,89.97,1,0,1372.32,11,Lifebuoy,Economy,81.26,65.55,0,Ready-to-Eat,Indore,Madhya Pradesh,Central,Supermarket,26766,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6355451817272424,0.3644548182727576,5.0,6.0,13.0,8.0,0.0,81.38,-0.2973703576140285,8.0,0.08333333333333333,5.0,1,917.6999999999999,454.62,-0.043410415585057094,-1
2023-02,2023,2,16,864,3,472.695,863.995,2,0,1365.03,44,Maggi,Economy,762.23,661.62,0,Stationery,Mumbai,Maharashtra,West,Large Format,76820,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5471038605547486,0.4528961394452514,2.0,0.0,0.0,0.0,0.0,620.62,-0.23835035893404927,0.0,0.16666666666666666,2.0,1,1984.8600000000001,-619.8300000000002,-0.04337818567899787,-1
2021-02,2021,2,9,1366,10,57.19,73.87,1,0,571.9,64,Himalaya,Economy,73.32,64.59,0,School Essentials,Thiruvananthapuram,Kerala,South,Supermarket,19574,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7741979152565317,0.2258020847434683,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.08333333333333333,2.0,1,645.9000000000001,-74.00000000000011,-0.043310395540256064,-1
2023-10,2023,10,14,397,14,961.395,1272.315,1,0,13394.900000000001,71,Kissan,Regular,1081.99,987.84,0,Plastics (Basics),Tirupati,Andhra Pradesh,South,Supermarket,20831,0,3,2,3,3,12,0.0,1.0,0,48.0,21.0,13.0,1,0.7556265547446976,0.24437344525530236,1.0,2.0,4.0,2.3333333333333335,0.0,1096.69,-0.12336667597646862,2.3333333333333335,0.08333333333333333,8.0,1,13829.76,-434.85999999999876,-0.0432977311077698,-1
2024-10,2024,10,5,829,14,61.13,98.7,1,0,3545.54,11,Dabur,Premium,79.2,62.55,0,Ready-to-Eat,Mumbai,Maharashtra,West,Large Format,79257,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6193515704154002,0.38064842958459977,14.0,14.0,14.0,14.0,14.0,80.2,-0.23778054566358423,0.0,0.08333333333333333,14.0,1,875.6999999999999,2669.84,-0.04321509350663699,-1
2023-02,2023,2,43,314,11,201.62,256.3,1,0,2217.82,38,Aashirvaad,Economy,226.18,203.02,0,Home Care,Indore,Madhya Pradesh,Central,Large Format,26499,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.7866562621927429,0.21334373780725713,8.0,17.0,8.0,11.0,0.0,182.72,0.10343695214844054,11.0,0.08333333333333333,13.0,1,2233.2200000000003,-15.400000000000091,-0.0431510474096104,-1
2024-10,2024,10,46,314,13,163.51,282.33,1,0,2125.63,38,Aashirvaad,Economy,226.18,203.02,0,Home Care,Kolkata,West Bengal,East,Large Format,59475,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.5791449721956575,0.4208550278043425,12.0,14.0,10.0,12.0,11.333333333333334,253.9,-0.35600630029142855,0.6666666666666661,0.08333333333333333,9.0,1,2639.26,-513.6300000000001,-0.04306660984658117,-1
2021-02,2021,2,7,1238,1,425.7,880.0,1,0,425.7,58,Red Bull,Economy,871.89,712.37,0,Travel & Luggage,Udaipur,Rajasthan,North,Supermarket,37653,1,3,1,3,3,12,0.25,1.22,1,0.0,0.0,0.0,0,0.48375,0.51625,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.08333333333333333,1.0,1,712.37,-286.67,-0.04300507844932133,-1
2021-11,2021,11,36,1456,11,307.9,506.33000000000004,2,0,3217.46,23,Amul,Regular,482.0,419.2,0,Pickles & Chutneys,Lucknow,Uttar Pradesh,North,Large Format,34779,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6081014358224872,0.3918985641775128,4.0,3.0,5.0,4.0,0.0,401.82,-0.23373649834817462,4.0,0.16666666666666666,1.0,1,4611.2,-1393.7399999999998,-0.042929114964766146,-1
2021-10,2021,10,50,876,14,65.41,102.34,1,0,1373.61,29,Catch,Premium,97.85,87.49,0,Oral Care,Meerut,Uttar Pradesh,North,Supermarket,25560,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6391440297049051,0.36085597029509486,14.0,8.0,14.0,12.0,0.0,54.54,0.19930326000544074,12.0,0.08333333333333333,7.0,1,1224.86,148.75,-0.042917814039599045,-1
2024-02,2024,2,47,921,8,242.21,392.99,1,0,1937.68,7,Pepsi,Premium,327.81,277.34,0,Spices & Masalas,Pune,Maharashtra,West,Hypermarket,46687,1,3,1,3,3,12,0.0,1.0,0,41.0,21.0,4.0,1,0.6163261151683249,0.3836738848316751,1.0,1.0,2.0,1.3333333333333333,2.0,274.34,-0.11711744507867072,-0.6666666666666667,0.08333333333333333,2.0,1,2218.72,-281.03999999999974,-0.0429158759963878,-1
2021-02,2021,2,33,1215,8,75.77,113.93,1,0,606.16,18,Himalaya,Economy,112.95,94.36,0,Health Drinks,Ludhiana,Punjab,North,Large Format,34676,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6650574914421135,0.33494250855788654,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.08333333333333333,8.0,1,754.88,-148.72000000000003,-0.042910728858296165,-1
2023-02,2023,2,18,749,8,277.89,439.1,1,0,2223.12,45,Tata,Regular,388.81,336.19,0,Toys & Games,Panaji,Goa,West,Large Format,15411,1,4,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.632862673650649,0.36713732634935103,2.0,3.0,2.0,2.3333333333333335,0.0,350.91,-0.20808754322165937,2.3333333333333335,0.08333333333333333,5.0,1,2689.52,-466.4000000000001,-0.04286834133836581,-1
2021-02,2021,2,34,919,7,987.96,1513.56,1,0,6915.72,48,Tata,Regular,1504.65,1215.64,0,Home Appliances (Small),Faridabad,Haryana,North,Supermarket,34893,1,3,1,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.6527392372948546,0.3472607627051454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.08333333333333333,2.0,1,8509.480000000001,-1593.7600000000011,-0.04286568019729764,-1
2022-10,2022,10,38,761,3,4125.349199999999,5119.204599999996,1,0,12198.062999999998,89,Himalaya,Regular,6527.62,5122.02,0,Value Packs,Chandigarh,Chandigarh,North,Supermarket,19507,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8058574568400727,0.1941425431599273,2.0,1.0,3.0,2.0,2.5,4125.349199999999,0.0,-0.5,0.08333333333333333,3.0,1,15366.060000000001,-3167.997000000003,-0.042814140767255204,-1
2023-12,2023,12,36,1334,3,4125.349199999999,5119.204599999996,1,0,12198.062999999998,91,Tata,Premium,5157.64,4276.45,0,Category 91,Lucknow,Uttar Pradesh,North,Large Format,34779,0,4,2,3,3,12,0.0,1.0,0,0.0,0.0,0.0,0,0.8058574568400727,0.1941425431599273,2.0,1.0,2.0,1.6666666666666667,1.5,4125.349199999999,0.0,0.16666666666666674,0.08333333333333333,3.0,1,12829.349999999999,-631.2870000000003,-0.042814140767255204,-1
2023-12,2023,12,44,1028,14,2566.61,3103.81,0,0,12198.062999999998,79,Ariel,Regular,2608.1,2367.37,0,Shaving & Deodorants,Indore,Madhya Pradesh,Central,Supermarket,14529,0,4,2,3,3,12,0.0,1.0,0,39.0,21.0,8.0,1,0.8269223953785831,0.17307760462141686,13.0,14.0,13.0,13.333333333333334,0.0,2814.12,-0.08795289465696093,13.333333333333334,0.0,14.0,0,33143.18,-20945.117000000002,-0.04279055431812784,-1
