promo_id,start_date,end_date,shop_id,item_category_id,promo_type,promo_channel,discount_pct,demand_uplift_mult
343,2025-09-06,2025-09-12,44,66,Price Drop,In-Store,0.18,1.83
344,2024-11-21,2024-11-29,8,16,Weekend Saver,In-Store,0.05,1.69
345,2024-01-04,2024-01-06,13,47,Price Drop,In-Store,0.07,2.16
346,2024-07-18,2024-07-21,10,92,Price Drop,Flyer,0.33,2.03
347,2022-09-14,2022-09-19,18,3,Festive Mega Sale,Flyer,0.07,1.47
348,2025-05-03,2025-05-08,35,75,Weekend Saver,In-Store,0.13,1.95
349,2024-08-21,2024-08-27,7,54,Combo Offer,In-Store,0.17,1.45
350,2022-01-27,2022-02-04,4,54,Category Discount,WhatsApp,0.1,2.09
351,2024-11-16,2024-11-20,32,72,Price Drop,In-Store,0.3,1.6
352,2022-02-17,2022-02-20,14,75,Weekend Saver,In-Store,0.15,2.16
353,2023-03-14,2023-03-20,40,50,Clearance,In-Store,0.17,1.31
354,2024-12-10,2024-12-18,27,69,Category Discount,App Notification,0.3,1.5
355,2024-08-26,2024-08-29,21,84,Combo Offer,In-Store,0.34,1.79
356,2021-08-12,2021-08-14,18,52,Clearance,WhatsApp,0.12,1.12
357,2022-01-29,2022-01-31,49,95,Price Drop,Flyer,0.19,1.66
358,2023-02-06,2023-02-08,32,43,Combo Offer,Billboard,0.3,1.76
359,2023-02-05,2023-02-09,44,37,Weekend Saver,In-Store,0.07,1.1
360,2022-06-02,2022-06-06,39,21,Weekend Saver,In-Store,0.28,1.51
361,2021-01-07,2021-01-10,16,84,Category Discount,In-Store,0.31,2.09
362,2023-03-16,2023-03-20,46,78,Clearance,In-Store,0.09,1.82
363,2021-03-09,2021-03-13,38,55,Weekend Saver,WhatsApp,0.33,1.85
364,2023-12-15,2023-12-17,2,90,Category Discount,In-Store,0.32,1.47
365,2025-03-24,2025-03-30,6,17,Festive Mega Sale,WhatsApp,0.2,2.14
366,2024-08-01,2024-08-08,7,77,Festive Mega Sale,In-Store,0.14,1.56
367,2025-09-17,2025-09-22,44,28,Price Drop,Flyer,0.24,1.75
368,2023-06-07,2023-06-10,8,58,Clearance,WhatsApp,0.21,1.82
369,2022-09-29,2022-10-04,8,89,Buy X Get Y,Flyer,0.06,1.24
370,2023-10-29,2023-11-03,20,96,Weekend Saver,In-Store,0.32,2.02
371,2024-10-27,2024-11-04,17,16,Category Discount,App Notification,0.27,1.5
372,2022-08-31,2022-09-05,7,96,Combo Offer,In-Store,0.33,2.05
373,2023-11-29,2023-12-07,48,23,Combo Offer,Flyer,0.16,1.79
374,2025-07-10,2025-07-16,22,6,Clearance,In-Store,0.28,1.96
375,2021-12-09,2021-12-15,31,84,Weekend Saver,In-Store,0.16,1.5
376,2021-07-18,2021-07-21,17,67,Weekend Saver,Billboard,0.27,1.67
377,2022-01-03,2022-01-11,23,5,Buy X Get Y,In-Store,0.1,1.64
378,2024-11-27,2024-12-01,7,85,Weekend Saver,In-Store,0.08,1.35
379,2021-01-12,2021-01-17,7,33,Clearance,In-Store,0.16,1.8
380,2024-04-01,2024-04-03,7,45,Festive Mega Sale,In-Store,0.14,1.46
381,2022-08-02,2022-08-04,50,26,Festive Mega Sale,In-Store,0.27,1.94
382,2025-08-13,2025-08-21,19,75,Weekend Saver,In-Store,0.13,1.76
383,2023-11-08,2023-11-14,19,92,Buy X Get Y,In-Store,0.22,2.02
384,2021-12-26,2022-01-02,47,48,Category Discount,In-Store,0.06,1.69
385,2024-02-09,2024-02-12,48,38,Category Discount,In-Store,0.15,1.53
386,2022-03-28,2022-04-05,32,12,Category Discount,WhatsApp,0.07,2.01
387,2023-01-11,2023-01-18,49,74,Price Drop,In-Store,0.18,1.18
388,2021-07-07,2021-07-10,25,3,Category Discount,In-Store,0.08,1.25
389,2025-03-20,2025-03-24,25,42,Combo Offer,In-Store,0.05,1.65
390,2022-12-31,2023-01-08,32,96,Category Discount,In-Store,0.08,1.83
391,2021-11-09,2021-11-11,19,75,Buy X Get Y,In-Store,0.33,1.47
392,2025-11-01,2025-11-06,12,1,Combo Offer,In-Store,0.13,1.72
393,2021-07-31,2021-08-04,38,1,Price Drop,In-Store,0.07,2.13
394,2025-12-18,2025-12-21,49,75,Festive Mega Sale,Flyer,0.24,1.23
395,2022-11-14,2022-11-21,33,14,Price Drop,In-Store,0.27,1.89
396,2025-12-14,2025-12-19,34,46,Festive Mega Sale,In-Store,0.2,1.54
397,2024-01-19,2024-01-22,25,52,Price Drop,In-Store,0.18,1.31
398,2024-01-27,2024-01-30,39,39,Festive Mega Sale,In-Store,0.07,1.36
399,2023-08-05,2023-08-12,30,51,Category Discount,App Notification,0.34,1.26
400,2025-06-15,2025-06-19,10,32,Category Discount,App Notification,0.31,1.19
401,2023-01-10,2023-01-13,6,75,Price Drop,App Notification,0.29,1.79
402,2024-07-13,2024-07-17,9,57,Category Discount,Flyer,0.2,1.84
403,2024-03-16,2024-03-18,15,10,Combo Offer,In-Store,0.1,1.54
404,2024-05-25,2024-05-31,33,32,Clearance,In-Store,0.07,1.53
405,2022-10-06,2022-10-14,7,82,Combo Offer,In-Store,0.31,1.94
406,2024-04-04,2024-04-06,16,63,Festive Mega Sale,WhatsApp,0.23,1.13
407,2021-10-28,2021-10-30,39,96,Price Drop,Flyer,0.1,2.0
408,2023-08-21,2023-08-23,45,37,Category Discount,WhatsApp,0.06,1.28
409,2025-03-28,2025-03-30,1,69,Category Discount,Flyer,0.21,1.9
410,2025-07-05,2025-07-13,13,40,Price Drop,WhatsApp,0.08,1.55
411,2021-06-16,2021-06-24,50,41,Weekend Saver,WhatsApp,0.35,1.2
412,2022-01-12,2022-01-16,37,31,Price Drop,In-Store,0.09,1.82
413,2021-05-23,2021-05-25,13,59,Combo Offer,In-Store,0.27,1.66
414,2024-12-28,2025-01-03,6,68,Weekend Saver,WhatsApp,0.12,2.1
415,2025-05-18,2025-05-24,10,87,Weekend Saver,In-Store,0.29,2.15
416,2021-02-01,2021-02-06,27,51,Price Drop,In-Store,0.15,1.23
417,2024-01-14,2024-01-17,39,23,Festive Mega Sale,Billboard,0.11,1.31
418,2022-06-02,2022-06-06,15,69,Festive Mega Sale,Flyer,0.06,1.7
419,2025-03-22,2025-03-30,28,86,Weekend Saver,In-Store,0.09,1.9
420,2024-01-17,2024-01-19,4,47,Buy X Get Y,App Notification,0.35,1.47
421,2023-02-21,2023-02-28,11,62,Festive Mega Sale,In-Store,0.34,1.79
422,2021-10-14,2021-10-17,22,12,Buy X Get Y,Flyer,0.14,1.45
423,2024-05-21,2024-05-24,2,3,Category Discount,In-Store,0.17,1.35
424,2024-05-11,2024-05-15,17,23,Weekend Saver,In-Store,0.34,1.48
425,2021-09-22,2021-09-29,38,28,Clearance,Flyer,0.1,1.63
426,2022-06-10,2022-06-13,36,28,Category Discount,In-Store,0.09,1.78
427,2022-01-15,2022-01-21,38,12,Weekend Saver,In-Store,0.35,1.45
428,2023-03-24,2023-03-30,5,12,Category Discount,App Notification,0.27,2.16
429,2025-07-19,2025-07-27,19,41,Festive Mega Sale,WhatsApp,0.24,1.43
430,2024-05-20,2024-05-28,30,10,Category Discount,Billboard,0.33,1.37
431,2024-03-06,2024-03-08,22,97,Weekend Saver,In-Store,0.34,2.11
432,2021-12-06,2021-12-13,39,40,Category Discount,WhatsApp,0.2,1.66
433,2021-01-27,2021-02-01,31,74,Price Drop,In-Store,0.11,1.54
434,2023-08-20,2023-08-24,42,61,Price Drop,In-Store,0.24,1.86
435,2023-06-01,2023-06-08,37,3,Price Drop,Flyer,0.22,1.87
436,2023-05-25,2023-06-01,41,62,Festive Mega Sale,In-Store,0.34,1.56
437,2022-02-10,2022-02-15,22,68,Category Discount,WhatsApp,0.31,1.17
438,2024-09-26,2024-09-30,29,93,Category Discount,In-Store,0.19,1.3
439,2023-11-09,2023-11-16,40,67,Weekend Saver,WhatsApp,0.11,1.2
440,2022-08-03,2022-08-11,40,83,Weekend Saver,In-Store,0.31,1.96
441,2021-03-19,2021-03-23,36,8,Price Drop,In-Store,0.17,1.13
442,2023-10-27,2023-11-04,6,80,Weekend Saver,In-Store,0.13,1.84
443,2021-10-03,2021-10-11,18,34,Clearance,App Notification,0.1,1.29
444,2022-07-01,2022-07-03,12,93,Price Drop,WhatsApp,0.2,1.28
445,2023-09-16,2023-09-22,14,70,Weekend Saver,In-Store,0.31,2.2
446,2021-10-27,2021-11-02,36,71,Category Discount,WhatsApp,0.16,1.28
447,2024-12-07,2024-12-13,23,87,Category Discount,WhatsApp,0.18,2.01
448,2021-08-04,2021-08-12,28,22,Category Discount,In-Store,0.25,1.49
449,2021-03-02,2021-03-08,34,52,Category Discount,In-Store,0.24,1.85
450,2021-04-10,2021-04-14,5,1,Price Drop,App Notification,0.23,2.07
451,2024-08-24,2024-08-29,13,74,Category Discount,In-Store,0.12,1.52
452,2025-05-29,2025-06-06,45,4,Category Discount,In-Store,0.27,1.92
453,2021-08-27,2021-09-02,21,96,Combo Offer,In-Store,0.32,2.09
454,2024-12-16,2024-12-21,16,71,Weekend Saver,In-Store,0.17,2.18
455,2023-06-15,2023-06-23,49,66,Category Discount,In-Store,0.06,1.51
456,2021-11-12,2021-11-15,25,48,Category Discount,In-Store,0.21,1.4
457,2023-06-01,2023-06-07,12,30,Combo Offer,App Notification,0.32,1.34
458,2024-06-03,2024-06-09,31,4,Price Drop,App Notification,0.1,1.57
459,2021-10-10,2021-10-15,28,84,Category Discount,In-Store,0.26,1.2
460,2023-09-25,2023-09-27,18,98,Festive Mega Sale,App Notification,0.12,1.74
461,2023-02-03,2023-02-06,48,82,Weekend Saver,In-Store,0.26,1.24
462,2022-12-06,2022-12-10,14,50,Category Discount,In-Store,0.2,1.45
463,2024-06-11,2024-06-17,43,58,Weekend Saver,In-Store,0.31,2.02
464,2024-09-04,2024-09-06,4,69,Price Drop,In-Store,0.15,1.45
465,2025-09-29,2025-10-02,2,38,Weekend Saver,In-Store,0.13,1.31
466,2024-02-26,2024-02-29,50,12,Weekend Saver,In-Store,0.11,1.48
467,2022-02-01,2022-02-09,5,18,Price Drop,Billboard,0.18,1.99
468,2023-02-15,2023-02-19,44,62,Buy X Get Y,App Notification,0.06,1.49
469,2022-04-23,2022-04-27,23,91,Festive Mega Sale,WhatsApp,0.18,2.1
470,2025-10-29,2025-11-06,6,57,Category Discount,WhatsApp,0.16,1.26
471,2025-08-14,2025-08-16,2,44,Clearance,App Notification,0.07,1.17
472,2025-06-28,2025-06-30,25,48,Category Discount,App Notification,0.22,1.53
473,2021-02-01,2021-02-05,5,89,Festive Mega Sale,Flyer,0.17,1.13
474,2021-05-02,2021-05-09,39,47,Weekend Saver,Billboard,0.34,1.36
475,2024-05-01,2024-05-03,38,79,Weekend Saver,Billboard,0.32,2.06
476,2022-01-16,2022-01-21,49,16,Combo Offer,Flyer,0.22,1.32
477,2025-07-05,2025-07-11,33,58,Weekend Saver,WhatsApp,0.2,1.1
478,2024-05-01,2024-05-03,4,43,Category Discount,App Notification,0.29,1.4
479,2024-09-25,2024-09-28,36,57,Festive Mega Sale,In-Store,0.18,1.78
480,2024-06-28,2024-07-04,29,40,Combo Offer,Flyer,0.15,1.2
481,2024-10-06,2024-10-08,21,57,Combo Offer,Flyer,0.1,1.89
482,2021-12-04,2021-12-10,13,36,Category Discount,Billboard,0.05,1.61
483,2022-04-07,2022-04-14,7,64,Category Discount,In-Store,0.07,1.89
484,2022-02-19,2022-02-25,49,78,Category Discount,In-Store,0.05,1.93
485,2023-04-13,2023-04-19,50,1,Combo Offer,In-Store,0.16,1.23
486,2025-05-02,2025-05-06,5,23,Combo Offer,In-Store,0.34,1.97
487,2024-11-06,2024-11-10,28,20,Price Drop,In-Store,0.24,1.13
488,2025-09-06,2025-09-11,41,39,Clearance,In-Store,0.26,1.49
489,2022-04-01,2022-04-03,29,43,Weekend Saver,WhatsApp,0.08,1.33
490,2022-06-17,2022-06-20,11,37,Combo Offer,Flyer,0.13,2.08
491,2025-10-16,2025-10-19,39,49,Buy X Get Y,In-Store,0.12,1.58
492,2023-01-10,2023-01-14,36,81,Buy X Get Y,App Notification,0.12,2.12
493,2025-05-03,2025-05-07,22,40,Category Discount,In-Store,0.09,2.18
494,2021-07-26,2021-08-03,17,88,Clearance,In-Store,0.33,1.98
495,2022-12-13,2022-12-18,40,26,Weekend Saver,In-Store,0.27,2.06
496,2024-12-18,2024-12-25,8,96,Festive Mega Sale,In-Store,0.16,1.57
497,2024-05-15,2024-05-17,46,41,Category Discount,In-Store,0.23,1.61
498,2022-08-05,2022-08-13,13,46,Buy X Get Y,In-Store,0.11,1.15
499,2024-02-09,2024-02-15,3,41,Combo Offer,App Notification,0.19,1.71
500,2021-12-03,2021-12-06,22,50,Category Discount,In-Store,0.29,1.44
501,2025-12-04,2025-12-12,32,51,Festive Mega Sale,Billboard,0.07,1.15
502,2025-06-04,2025-06-07,47,28,Festive Mega Sale,WhatsApp,0.24,1.7
503,2023-12-19,2023-12-22,19,67,Combo Offer,Flyer,0.32,1.61
504,2025-07-10,2025-07-16,33,89,Category Discount,In-Store,0.2,2.02
505,2021-06-17,2021-06-23,35,1,Weekend Saver,In-Store,0.17,1.79
506,2024-03-19,2024-03-27,2,21,Weekend Saver,WhatsApp,0.24,1.11
507,2021-10-10,2021-10-13,44,66,Combo Offer,WhatsApp,0.08,1.68
508,2024-03-01,2024-03-09,41,32,Price Drop,In-Store,0.25,2.02
509,2021-10-23,2021-10-28,45,46,Price Drop,In-Store,0.23,2.11
510,2021-06-05,2021-06-11,5,91,Clearance,In-Store,0.09,1.83
511,2024-01-23,2024-01-31,42,83,Category Discount,Flyer,0.23,2.13
512,2021-11-09,2021-11-15,31,62,Festive Mega Sale,Flyer,0.05,1.44
513,2022-01-13,2022-01-15,15,41,Weekend Saver,In-Store,0.12,1.21
514,2023-09-03,2023-09-07,18,48,Category Discount,In-Store,0.29,1.66
515,2021-12-08,2021-12-11,42,13,Buy X Get Y,In-Store,0.21,2.08
516,2021-03-10,2021-03-14,14,90,Buy X Get Y,App Notification,0.24,2.09
517,2023-10-14,2023-10-17,42,94,Category Discount,In-Store,0.3,1.59
518,2022-06-17,2022-06-23,29,16,Price Drop,In-Store,0.1,1.84
519,2025-02-09,2025-02-12,13,97,Combo Offer,Flyer,0.25,1.1
520,2024-04-22,2024-04-27,33,80,Weekend Saver,App Notification,0.32,1.17
521,2023-11-30,2023-12-04,48,60,Combo Offer,App Notification,0.09,2.18
522,2022-10-21,2022-10-25,38,2,Weekend Saver,Billboard,0.24,1.46
523,2022-07-17,2022-07-22,41,28,Clearance,In-Store,0.33,1.86
524,2021-07-29,2021-08-06,29,5,Clearance,WhatsApp,0.17,1.8
525,2025-03-06,2025-03-10,5,80,Buy X Get Y,In-Store,0.32,1.23
526,2025-09-28,2025-10-06,30,6,Category Discount,In-Store,0.2,1.88
527,2023-01-23,2023-01-27,26,64,Weekend Saver,In-Store,0.14,2.15
528,2021-11-20,2021-11-27,24,98,Combo Offer,In-Store,0.35,1.31
529,2021-08-31,2021-09-03,12,91,Combo Offer,App Notification,0.12,1.49
530,2024-08-01,2024-08-05,46,50,Category Discount,App Notification,0.22,2.01
531,2024-12-30,2025-01-01,43,52,Category Discount,Flyer,0.1,1.98
532,2021-10-13,2021-10-17,45,98,Price Drop,In-Store,0.12,1.45
533,2025-09-23,2025-10-01,26,48,Weekend Saver,In-Store,0.16,1.46
534,2025-08-11,2025-08-13,50,48,Price Drop,In-Store,0.21,1.53
535,2025-07-22,2025-07-29,17,59,Category Discount,Flyer,0.3,1.44
536,2021-07-04,2021-07-08,11,35,Weekend Saver,In-Store,0.2,1.54
537,2021-11-20,2021-11-22,32,97,Category Discount,In-Store,0.17,1.72
538,2022-09-09,2022-09-14,25,43,Buy X Get Y,In-Store,0.29,1.48
539,2025-12-26,2025-12-31,47,1,Combo Offer,App Notification,0.12,2.05
540,2022-12-30,2023-01-01,26,44,Buy X Get Y,App Notification,0.26,1.25
541,2022-10-13,2022-10-19,21,20,Category Discount,Flyer,0.24,1.35
542,2023-08-25,2023-09-02,47,50,Weekend Saver,In-Store,0.26,1.31
543,2023-01-11,2023-01-17,48,61,Category Discount,App Notification,0.25,1.66
544,2024-11-03,2024-11-08,8,99,Weekend Saver,App Notification,0.18,1.83
545,2021-10-18,2021-10-22,44,16,Buy X Get Y,Flyer,0.31,2.13
546,2024-12-25,2024-12-27,48,50,Price Drop,In-Store,0.33,2.08
547,2022-03-14,2022-03-20,16,37,Category Discount,App Notification,0.28,1.87
548,2023-12-21,2023-12-27,47,93,Category Discount,In-Store,0.23,2.03
549,2021-05-31,2021-06-04,1,79,Combo Offer,In-Store,0.11,1.26
550,2022-01-20,2022-01-26,33,91,Festive Mega Sale,In-Store,0.08,1.88
551,2023-12-14,2023-12-19,50,90,Category Discount,WhatsApp,0.09,1.91
552,2025-01-29,2025-02-04,19,81,Weekend Saver,Flyer,0.2,1.29
553,2024-08-25,2024-08-31,45,88,Festive Mega Sale,Flyer,0.32,1.93
554,2025-01-07,2025-01-11,8,40,Buy X Get Y,In-Store,0.23,1.29
555,2025-03-16,2025-03-24,37,73,Category Discount,In-Store,0.31,1.21
556,2024-09-17,2024-09-19,7,76,Weekend Saver,In-Store,0.27,1.93
557,2024-11-09,2024-11-17,33,95,Category Discount,In-Store,0.28,1.59
558,2021-06-03,2021-06-09,12,24,Weekend Saver,Flyer,0.34,1.71
559,2024-12-30,2025-01-02,21,56,Price Drop,In-Store,0.15,1.34
560,2022-04-30,2022-05-04,50,72,Category Discount,In-Store,0.34,2.07
561,2024-04-30,2024-05-06,9,62,Category Discount,In-Store,0.16,2.19
562,2022-10-02,2022-10-04,2,34,Festive Mega Sale,In-Store,0.18,1.82
563,2025-12-26,2026-01-03,33,70,Weekend Saver,In-Store,0.27,1.4
564,2025-06-07,2025-06-13,18,10,Clearance,WhatsApp,0.2,1.48
565,2022-12-02,2022-12-04,21,17,Festive Mega Sale,In-Store,0.17,1.81
566,2022-09-14,2022-09-18,48,50,Category Discount,Flyer,0.15,2.16
567,2021-12-01,2021-12-06,27,57,Weekend Saver,In-Store,0.07,1.57
568,2021-08-31,2021-09-03,21,55,Price Drop,In-Store,0.35,1.6
569,2023-05-15,2023-05-21,3,17,Weekend Saver,In-Store,0.22,1.33
570,2023-04-12,2023-04-14,29,84,Festive Mega Sale,In-Store,0.31,1.3
571,2024-05-16,2024-05-22,11,5,Combo Offer,Flyer,0.24,2.04
572,2021-06-14,2021-06-17,7,36,Combo Offer,In-Store,0.3,1.63
573,2021-09-21,2021-09-29,49,44,Weekend Saver,Flyer,0.21,1.45
574,2025-10-20,2025-10-23,33,74,Category Discount,In-Store,0.23,2.07
575,2023-06-05,2023-06-12,46,7,Weekend Saver,WhatsApp,0.28,1.56
576,2024-06-01,2024-06-04,14,2,Category Discount,In-Store,0.12,1.78
577,2025-09-24,2025-09-27,23,34,Clearance,In-Store,0.26,2.13
578,2021-11-25,2021-12-02,21,60,Category Discount,In-Store,0.25,2.12
579,2024-02-11,2024-02-18,49,28,Clearance,WhatsApp,0.31,1.32
580,2023-09-10,2023-09-17,27,72,Price Drop,In-Store,0.11,1.47
581,2025-02-26,2025-03-03,20,5,Combo Offer,In-Store,0.27,1.98
582,2022-05-21,2022-05-24,31,66,Category Discount,In-Store,0.12,1.19
583,2022-03-15,2022-03-19,34,5,Price Drop,In-Store,0.27,1.41
584,2021-09-20,2021-09-24,15,86,Festive Mega Sale,In-Store,0.34,1.99
585,2021-10-18,2021-10-23,24,28,Festive Mega Sale,In-Store,0.18,1.9
586,2021-10-16,2021-10-21,45,30,Festive Mega Sale,In-Store,0.31,2.04
587,2021-12-21,2021-12-23,19,1,Combo Offer,In-Store,0.07,1.2
588,2025-10-05,2025-10-07,10,94,Weekend Saver,Flyer,0.11,1.49
589,2025-05-24,2025-05-26,11,96,Price Drop,WhatsApp,0.28,1.51
590,2025-12-12,2025-12-17,49,51,Category Discount,In-Store,0.16,1.9
591,2024-03-10,2024-03-16,2,5,Combo Offer,Flyer,0.31,2.04
592,2025-07-24,2025-07-26,11,43,Weekend Saver,WhatsApp,0.35,1.95
593,2023-09-18,2023-09-23,16,38,Festive Mega Sale,Flyer,0.13,2.02
594,2022-05-06,2022-05-12,46,21,Combo Offer,Flyer,0.3,1.33
595,2023-09-28,2023-10-05,43,3,Clearance,In-Store,0.12,1.7
596,2021-01-05,2021-01-10,40,56,Category Discount,Flyer,0.06,1.42
597,2021-11-02,2021-11-10,47,78,Weekend Saver,Flyer,0.14,1.84
598,2022-10-23,2022-10-28,45,82,Combo Offer,Flyer,0.22,1.73
599,2023-01-30,2023-02-04,28,90,Weekend Saver,WhatsApp,0.19,1.88
600,2025-12-08,2025-12-12,21,95,Weekend Saver,In-Store,0.31,1.54
601,2024-09-12,2024-09-17,10,14,Combo Offer,App Notification,0.12,1.62
602,2024-07-18,2024-07-25,41,7,Clearance,In-Store,0.14,2.06
603,2024-08-09,2024-08-14,29,68,Category Discount,Flyer,0.08,1.43
604,2022-02-23,2022-03-03,22,99,Clearance,In-Store,0.28,2.2
605,2023-11-12,2023-11-20,32,16,Price Drop,App Notification,0.18,1.34
606,2021-10-08,2021-10-10,39,28,Combo Offer,Flyer,0.2,1.4
607,2023-12-27,2024-01-03,31,100,Buy X Get Y,In-Store,0.29,1.58
608,2024-01-12,2024-01-17,40,36,Weekend Saver,WhatsApp,0.26,1.93
609,2024-05-20,2024-05-26,42,83,Clearance,In-Store,0.12,1.32
610,2024-06-11,2024-06-16,47,43,Combo Offer,In-Store,0.3,1.99
611,2022-08-12,2022-08-16,25,65,Clearance,In-Store,0.32,1.94
612,2022-12-30,2023-01-06,6,57,Clearance,In-Store,0.13,1.43
613,2024-05-16,2024-05-23,31,89,Category Discount,In-Store,0.32,1.86
614,2025-06-09,2025-06-12,14,15,Price Drop,In-Store,0.2,1.88
615,2025-02-27,2025-03-03,23,24,Weekend Saver,In-Store,0.22,2.08
616,2023-08-29,2023-08-31,47,88,Combo Offer,Billboard,0.27,2.13
617,2025-10-04,2025-10-10,42,30,Category Discount,In-Store,0.14,2.15
618,2021-11-15,2021-11-23,10,44,Festive Mega Sale,WhatsApp,0.33,1.57
619,2025-03-11,2025-03-15,34,23,Buy X Get Y,In-Store,0.16,1.67
620,2023-04-30,2023-05-03,10,87,Category Discount,In-Store,0.19,1.13
621,2022-10-27,2022-11-03,7,40,Festive Mega Sale,In-Store,0.31,2.15
622,2022-10-21,2022-10-25,18,67,Festive Mega Sale,App Notification,0.16,1.21
623,2023-06-04,2023-06-08,9,26,Category Discount,In-Store,0.3,1.59
624,2025-04-23,2025-04-28,28,85,Price Drop,In-Store,0.31,1.84
625,2022-07-31,2022-08-06,34,68,Clearance,App Notification,0.11,2.04
626,2024-05-23,2024-05-25,47,74,Weekend Saver,Flyer,0.08,1.66
627,2022-08-14,2022-08-18,12,22,Weekend Saver,App Notification,0.16,1.63
628,2022-06-15,2022-06-18,25,13,Buy X Get Y,In-Store,0.32,2.15
629,2025-08-30,2025-09-07,5,74,Category Discount,In-Store,0.24,1.45
630,2025-02-22,2025-02-27,50,5,Buy X Get Y,In-Store,0.25,1.61
631,2023-09-12,2023-09-19,38,61,Combo Offer,Flyer,0.1,1.87
632,2021-06-05,2021-06-13,45,16,Category Discount,Flyer,0.34,2.03
633,2025-05-01,2025-05-07,10,75,Weekend Saver,WhatsApp,0.15,1.4
634,2024-01-03,2024-01-10,10,78,Festive Mega Sale,In-Store,0.08,2.02
635,2023-02-09,2023-02-13,10,25,Category Discount,Billboard,0.25,1.74
636,2021-08-06,2021-08-12,12,31,Clearance,Flyer,0.15,1.28
637,2024-04-15,2024-04-18,2,85,Price Drop,In-Store,0.13,1.55
638,2022-10-08,2022-10-15,1,49,Category Discount,In-Store,0.31,1.99
639,2024-04-25,2024-04-29,36,32,Combo Offer,Flyer,0.29,1.83
640,2025-03-03,2025-03-09,26,6,Category Discount,Flyer,0.16,2.12
641,2021-04-27,2021-04-30,28,10,Price Drop,Flyer,0.35,1.48
642,2025-06-18,2025-06-21,42,100,Weekend Saver,In-Store,0.19,2.14
643,2022-10-18,2022-10-20,11,3,Category Discount,WhatsApp,0.29,1.78
644,2025-06-11,2025-06-18,44,79,Weekend Saver,WhatsApp,0.25,1.36
645,2025-02-27,2025-03-03,41,41,Combo Offer,In-Store,0.26,1.71
646,2023-09-22,2023-09-28,28,38,Category Discount,In-Store,0.15,1.82
647,2023-06-24,2023-06-30,12,72,Weekend Saver,In-Store,0.13,1.73
648,2023-07-17,2023-07-21,18,42,Category Discount,In-Store,0.25,2.16
649,2025-02-05,2025-02-13,19,60,Category Discount,WhatsApp,0.13,1.16
650,2021-01-05,2021-01-09,11,60,Category Discount,Flyer,0.24,1.42
651,2024-04-02,2024-04-04,38,3,Weekend Saver,In-Store,0.18,1.48
652,2021-04-12,2021-04-18,35,14,Clearance,App Notification,0.23,1.68
653,2025-04-01,2025-04-05,38,21,Category Discount,Billboard,0.29,1.31
654,2025-01-30,2025-02-02,12,6,Price Drop,In-Store,0.08,2.19
655,2025-11-17,2025-11-25,21,84,Price Drop,In-Store,0.26,1.54
656,2024-12-06,2024-12-10,26,35,Category Discount,In-Store,0.11,1.71
657,2022-08-10,2022-08-17,50,6,Category Discount,In-Store,0.2,1.32
658,2023-10-03,2023-10-09,35,29,Category Discount,In-Store,0.08,1.51
659,2023-03-03,2023-03-09,30,82,Price Drop,In-Store,0.08,1.71
660,2021-01-22,2021-01-27,12,64,Clearance,In-Store,0.18,1.29
661,2023-07-10,2023-07-15,49,58,Category Discount,In-Store,0.26,2.13
662,2025-02-27,2025-03-05,6,47,Price Drop,In-Store,0.24,1.84
663,2021-04-28,2021-05-05,44,85,Price Drop,Flyer,0.08,1.85
664,2023-06-06,2023-06-14,7,5,Category Discount,In-Store,0.17,1.88
665,2021-11-20,2021-11-22,29,8,Category Discount,App Notification,0.3,1.44
666,2023-03-13,2023-03-19,43,47,Category Discount,In-Store,0.18,1.59
667,2023-03-12,2023-03-16,42,8,Festive Mega Sale,Flyer,0.23,1.25
668,2022-07-05,2022-07-07,39,12,Category Discount,WhatsApp,0.21,1.2
669,2022-08-22,2022-08-27,10,44,Combo Offer,In-Store,0.16,1.21
670,2023-02-13,2023-02-18,48,9,Weekend Saver,In-Store,0.08,1.56
671,2023-08-16,2023-08-22,14,19,Clearance,Flyer,0.25,2.14
672,2023-03-24,2023-03-29,9,12,Category Discount,Flyer,0.29,1.59
673,2023-04-21,2023-04-26,35,11,Festive Mega Sale,WhatsApp,0.2,1.24
674,2022-04-06,2022-04-13,24,8,Combo Offer,WhatsApp,0.12,1.32
675,2023-07-18,2023-07-25,27,4,Price Drop,In-Store,0.3,1.71
676,2024-10-27,2024-11-02,24,60,Price Drop,WhatsApp,0.1,2.02
677,2023-03-25,2023-04-02,38,35,Festive Mega Sale,In-Store,0.2,1.65
678,2023-01-15,2023-01-17,12,77,Category Discount,In-Store,0.15,1.24
679,2024-02-01,2024-02-08,40,75,Price Drop,In-Store,0.29,2.11
680,2022-06-16,2022-06-18,50,42,Clearance,Billboard,0.1,2.09
681,2025-09-14,2025-09-21,29,43,Category Discount,App Notification,0.17,1.69
682,2021-01-07,2021-01-14,33,28,Category Discount,App Notification,0.11,1.76
683,2022-12-13,2022-12-16,40,37,Festive Mega Sale,WhatsApp,0.26,1.27
684,2023-06-30,2023-07-06,45,46,Weekend Saver,Billboard,0.12,1.92
685,2023-05-02,2023-05-10,16,98,Weekend Saver,Flyer,0.29,1.82
686,2024-02-29,2024-03-05,10,31,Category Discount,In-Store,0.33,1.59
687,2022-10-04,2022-10-11,3,22,Category Discount,In-Store,0.3,1.99
688,2021-04-16,2021-04-18,15,95,Clearance,Flyer,0.25,1.51
